blockNumber,confirmations,Month,Day,Hour,mean_value_received,variance_value_received,total_received,time_diff_first_last_received,total_tx_sent,total_tx_sent_malicious,total_tx_sent_unique,total_tx_sent_malicious_unique,total_tx_received_malicious_unique,Fraud
16419179,3446914,1,16,11,0.045,0.0,0.045,0.0,1526.0,0.0,625.0,0.0,0.0,0
17683402,2183109,7,13,8,1.8183965098008947,15.012856755331166,4995.135212423058,59.23111111111111,4845.0,0.0,1689.0,0.0,0.0,0
18733954,1132320,12,7,10,2.535428291111112,2.642410117413887,22.818854620000003,673.4961226851852,43.0,0.0,17.0,0.0,0.0,0
19349182,517030,3,2,18,0.147193881652931,0.0196824374745814,2.060714343141035,115.8398611111111,29.0,0.0,5.0,0.0,0.0,0
15653547,4212524,10,1,13,0.0782177475951593,0.0113072760184035,21.50988058866883,1059.4535069444444,556.0,0.0,29.0,0.0,0.0,0
11975613,7890902,3,5,2,0.0,0.0,0.0,0.0,96.0,3.0,28.0,2.0,0.0,0
16692521,3173765,2,23,17,0.2382255313513072,0.2207139155516368,15.008208475132358,819.3849652777777,1532.0,0.0,67.0,0.0,0.0,0
4034094,15832399,7,17,8,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0
18126531,1739669,9,13,9,0.796647460625,1.8785362964801708,101.97087496,542.8754166666666,828.0,0.0,435.0,0.0,0.0,0
14725823,5140395,5,6,21,0.3969638511653217,0.9335132045943456,44.459951330516034,1250.9134143518518,354.0,0.0,59.0,0.0,0.0,0
16538289,3328099,2,2,2,0.49419249,0.0,0.49419249,0.0,9996.0,0.0,682.0,0.0,0.0,0
16778519,3087540,3,7,19,1.3270417112042052,3.994148353055605,163.22613047811726,1177.7174189814814,483.0,0.0,28.0,0.0,0.0,0
19458080,408454,3,18,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0
16611834,3254554,2,12,9,0.49419249,0.0,0.49419249,0.0,9996.0,0.0,682.0,0.0,0.0,0
6569509,13296909,10,23,16,4.490215403448508,64.9912261895552,1356.045051841449,2520.617708333333,677.0,0.0,243.0,0.0,0.0,0
15526820,4339403,9,13,11,3.896735904391325,101.819167885204,467.608308526959,1884.80613425926,552.0,0.0,251.0,0.0,0.0,0
19353816,512317,3,3,9,0.21896166,0.0131222003763829,0.6568849800000001,2117.0798263888887,6.0,0.0,1.0,0.0,0.0,0
18432391,1433694,10,26,5,0.123287207645792,0.012439485465545,17.876645108639842,223.7633333333333,155.0,0.0,1.0,0.0,0.0,0
5965551,13900960,7,14,23,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
14892426,4973717,6,2,18,0.3762815380750671,1.1666490389371498,327.3649381253084,722.2234722222222,1114.0,0.0,310.0,0.0,0.0,0
17550652,2315634,6,24,16,0.2382255313513072,0.2207139155516368,15.008208475132358,819.3849652777777,1532.0,0.0,67.0,0.0,0.0,0
14929886,4936438,6,9,1,0.8169005406408081,1.883895975499167,31.042220544350705,259.24707175925926,199.0,0.0,34.0,0.0,0.0,0
19686909,179487,4,19,3,1.2114203122585503,69.42805028136604,1956.443804297559,637.8091319444444,658.0,0.0,81.0,0.0,0.0,0
19708534,157948,4,22,4,0.3403906403502019,0.2944425443425256,11.232891131556665,153.0048611111111,526.0,0.0,10.0,0.0,0.0,0
14987980,4878248,6,19,0,0.0,0.0,0.0,0.0,16.0,0.0,7.0,0.0,0.0,0
19391865,474660,3,8,17,0.6781660585411468,4.209991286134548,134.9550456496882,1125.2037268518518,1070.0,0.0,370.0,0.0,0.0,0
18004038,1862373,8,27,5,0.4893807980000001,0.2466557269672669,4.893807980000001,705.3359722222223,16.0,0.0,9.0,0.0,0.0,0
18664888,1201259,11,27,18,0.3018457269565976,0.1435643827097255,13.884903440003493,907.028136574074,918.0,0.0,36.0,0.0,0.0,0
16292023,3574282,12,29,17,0.379984784111635,1.6107964584119807,125.01499397272792,2254.177025462963,2151.0,0.0,346.0,0.0,0.0,0
15383761,4482728,8,21,11,1.4060382648633318,3.6466856225100814,26.714727032403303,842.7814120370371,121.0,0.0,55.0,0.0,0.0,0
17704003,2162508,7,16,6,1.8183965098008947,15.012856755331166,4995.135212423058,59.23111111111111,4845.0,0.0,1689.0,0.0,0.0,0
19708824,157674,4,22,5,0.0782156813055136,0.0,0.0782156813055136,0.0,1.0,0.0,1.0,0.0,0.0,0
19073180,792934,1,24,1,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0
13559366,6306883,11,5,22,0.9995721727403998,14.280313627174994,277.88106402183115,1066.3243402777778,1281.0,0.0,88.0,0.0,0.0,0
12868711,6997434,7,21,8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
19368627,497835,3,5,11,0.1048550381043749,0.0079205133445206,1.2582604572524991,65.01347222222222,31.0,0.0,4.0,0.0,0.0,0
19519151,347107,3,26,14,0.0281760865926463,0.0,0.0281760865926463,0.0,1.0,0.0,1.0,0.0,0.0,0
13938395,5927881,1,4,10,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
19724234,142297,4,24,9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
18980891,885413,1,11,3,1.619594522044588,42.582537752126335,95.55607680063068,556.3170833333334,79.0,0.0,79.0,0.0,0.0,0
19299193,566882,2,24,18,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0
12426503,7439626,5,13,14,0.0,0.0,0.0,0.0,4153.0,0.0,1.0,0.0,0.0,0
17307953,2558572,5,21,13,0.045,0.0,0.045,0.0,1526.0,0.0,625.0,0.0,0.0,0
19373577,492871,3,6,3,0.0771883799626902,0.0059304530141659,5.094433077537556,479.8208333333333,435.0,0.0,70.0,0.0,0.0,0
19219465,646923,2,13,13,0.0,0.0,0.0,0.0,471.0,0.0,86.0,0.0,0.0,0
17211818,2654611,5,7,23,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
5173862,14692649,2,28,22,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0
17216030,2650399,5,8,13,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0
16279916,3586472,12,28,1,0.49419249,0.0,0.49419249,0.0,9996.0,0.0,682.0,0.0,0.0,0
14672814,5193469,4,28,12,0.1692632235275648,0.061635349210005,2.877474799968602,869.6061921296297,26.0,0.0,16.0,0.0,0.0,0
14744115,5122330,5,9,19,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
18024428,1841685,8,30,2,1.513807751814361,14.18521456772125,696.351565834606,1127.4374074074074,1372.0,0.0,181.0,0.0,0.0,0
17228899,2637530,5,10,8,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0
13066041,6800478,8,21,2,16.421034347230773,314.19761723613163,1067.3672325700002,1346.2701388888888,289.0,0.0,32.0,0.0,0.0,0
19010440,855738,1,15,6,1.19977010710557,2.866205898533848,7.198620642633419,933.837511574074,15.0,0.0,13.0,0.0,0.0,0
14151634,5714788,2,6,9,0.005,0.0,0.005,0.0,4.0,0.0,1.0,0.0,0.0,0
17288775,2577312,5,18,20,0.0,0.0,0.0,0.0,1777.0,6.0,212.0,5.0,0.0,0
4971803,14894380,1,25,20,0.916546809695122,1.7904374508452727,150.31367679000002,140.10538194444445,6301.0,0.0,45.0,0.0,0.0,0
18932078,934171,1,4,6,0.0803214551237242,0.0216695721626526,20.64261396679713,764.6669675925926,545.0,0.0,86.0,0.0,0.0,0
16918494,2947802,3,27,11,0.2926810037083929,0.1004551881056256,4.097534051917501,732.2822916666667,42.0,0.0,33.0,0.0,0.0,0
17582431,2283893,6,29,3,0.0961815904759543,0.0036365668996562,28.75829555231036,887.7995023148148,1359.0,0.0,49.0,0.0,0.0,0
17413018,2453288,6,5,8,0.76545357,0.9829388083882696,8.41998927,181.45819444444444,142.0,0.0,54.0,0.0,0.0,0
12401138,7464991,5,9,16,0.0,0.0,0.0,0.0,4153.0,0.0,1.0,0.0,0.0,0
16091210,3775095,12,1,16,0.379984784111635,1.6107964584119807,125.01499397272792,2254.177025462963,2151.0,0.0,346.0,0.0,0.0,0
19524941,341119,3,27,10,0.686091864209608,3.51580988727422,19.89666406207863,294.8720833333333,129.0,0.0,22.0,0.0,0.0,0
19727864,138412,4,24,21,0.0,0.0,0.0,0.0,681.0,0.0,106.0,0.0,0.0,0
19069852,796599,1,23,14,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
18814953,1051545,12,18,19,0.6084783283485066,0.34066294392571,90.66327092392748,1007.9103703703704,372.0,0.0,41.0,0.0,0.0,0
19680697,185821,4,18,6,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0
16688771,3177617,2,23,4,0.49419249,0.0,0.49419249,0.0,9996.0,0.0,682.0,0.0,0.0,0
14180971,5685471,2,10,22,0.4004828652764252,0.5110659086951392,10.012071631910633,1104.786076388889,59.0,0.0,31.0,0.0,0.0,0
16080879,3785572,11,30,6,0.3178427561059951,0.1842412792584293,16.209980561405754,804.2587152777778,146.0,0.0,33.0,0.0,0.0,0
16419527,3446661,1,16,13,0.0,0.0,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0
16409106,3457218,1,15,2,0.0,0.0,0.0,0.0,1777.0,6.0,212.0,5.0,0.0,0
18627802,1238431,11,22,14,0.6273652525021713,0.7693610003245223,158.72340888304936,362.1872222222222,824.0,0.0,103.0,0.0,0.0,0
16569332,3297033,2,6,11,0.1189323304529171,0.0095984892775322,6.303413514004609,539.0619444444444,34.0,0.0,7.0,0.0,0.0,0
19442502,424032,3,15,19,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0
19698500,167713,4,20,18,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0
11975495,7890872,3,5,2,0.0,0.0,0.0,0.0,103.0,0.0,1.0,0.0,0.0,0
19786960,79484,5,3,3,0.009718,0.0,0.009718,0.0,2.0,0.0,2.0,0.0,0.0,0
19243898,622423,2,17,0,0.2775115130249985,0.0220303369207191,5.827741773524969,106.43,33.0,0.0,25.0,0.0,0.0,0
10761604,9104466,8,30,10,7.831984790065279,78.03899974800734,125.31175664104448,699.0055208333333,73.0,0.0,16.0,0.0,0.0,0
19782002,84333,5,2,11,0.529460975,0.1683135929714692,2.1178439,28.034305555555555,6.0,0.0,3.0,0.0,0.0,0
5228937,14637246,3,10,7,0.916546809695122,1.7904374508452727,150.31367679000002,140.10538194444445,6301.0,0.0,45.0,0.0,0.0,0
18053294,1812908,9,3,3,0.0,0.0,0.0,0.0,332.0,63.0,97.0,50.0,0.0,0
18155195,1710957,9,17,10,0.753203545106383,0.9746408074082904,70.80113324,492.1673611111111,785.0,0.0,438.0,0.0,0.0,0
14958020,4908503,6,13,20,0.6519509439079273,0.5962455752476377,50.85217362481833,1496.8864467592591,317.0,0.0,61.0,0.0,0.0,0
19446849,419256,3,16,10,0.0873077914401466,0.048033334281462,9.778472641296425,360.27694444444444,231.0,0.0,108.0,0.0,0.0,0
16128823,3737565,12,6,22,0.49419249,0.0,0.49419249,0.0,9996.0,0.0,682.0,0.0,0.0,0
16738635,3127753,3,2,4,0.49419249,0.0,0.49419249,0.0,9996.0,0.0,682.0,0.0,0.0,0
17732368,2134143,7,20,5,1.8183965098008947,15.012856755331166,4995.135212423058,59.23111111111111,4845.0,0.0,1689.0,0.0,0.0,0
16306474,3559782,12,31,18,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
17120273,2746158,4,25,2,0.0863455254400951,0.0104247663382646,8.8935891203298,584.5275,271.0,0.0,187.0,0.0,0.0,0
11559910,8306260,12,31,5,0.445,0.12005,0.8900000000000001,2.853148148148148,2.0,0.0,1.0,0.0,0.0,0
14833063,5033445,5,24,1,1.148216223060621,9.932007422211338,88.41264917566781,791.8008333333333,198.0,0.0,82.0,0.0,0.0,0
13070363,6796162,8,21,18,0.6781660585411468,4.209991286134548,134.9550456496882,1125.2037268518518,1070.0,0.0,370.0,0.0,0.0,0
19689380,176926,4,19,12,1.0811193285094585,4.821123052144423,224.8728203299673,507.0434722222223,1699.0,1.0,456.0,1.0,0.0,0
19679312,186998,4,18,2,0.109702669416905,0.0,0.109702669416905,0.0,26.0,0.0,20.0,0.0,0.0,0
18689848,1176422,12,1,6,0.2613267812740357,0.0903321033064044,7.317149875673,205.50611111111112,249.0,0.0,16.0,0.0,0.0,0
16077074,3789202,11,29,17,0.045,0.0,0.045,0.0,1526.0,0.0,625.0,0.0,0.0,0
16443530,3422856,1,19,21,0.038001358790148,0.0008472971803813,11.856423942526195,838.243761574074,224.0,0.0,1.0,0.0,0.0,0
18399362,1466751,10,21,14,1.513807751814361,14.18521456772125,696.351565834606,1127.4374074074074,1372.0,0.0,181.0,0.0,0.0,0
18163379,1703153,9,18,14,0.1192479344425852,0.0071335360016235,17.17170255973228,270.31097222222223,134.0,0.0,1.0,0.0,0.0,0
17488318,2378138,6,15,22,0.5201052473191389,2.737707126200291,6.241262967829667,391.3229166666667,90.0,0.0,51.0,0.0,0.0,0
18259933,1606190,10,2,2,0.0936274541735519,0.0077609609494856,30.89705987727215,1119.9222800925927,761.0,0.0,14.0,0.0,0.0,0
17960655,1905691,8,21,4,1.4525555610966288,18.6259076293233,162.68622284282242,2111.023912037037,292.0,0.0,104.0,0.0,0.0,0
19781345,84858,5,2,8,0.0350371787976864,0.0036802972195083,5.325651177248345,767.0755555555555,266.0,0.0,101.0,0.0,0.0,0
19256462,609744,2,18,18,0.0776706900643884,0.0062221571951349,30.99060533569098,422.5620833333333,274.0,0.0,2.0,0.0,0.0,0
19223218,642895,2,14,2,0.0533984117256507,0.0042403974307302,12.762220402430533,879.2828356481482,871.0,0.0,79.0,0.0,0.0,0
14870327,4995972,5,30,3,0.1478885501762301,0.0181419556743406,6.654984757930356,686.2305671296297,78.0,0.0,1.0,0.0,0.0,0
11668652,8197477,1,16,21,0.0,0.0,0.0,0.0,4153.0,0.0,1.0,0.0,0.0,0
18791848,1074205,12,15,13,0.4704282670629456,0.3135564030509714,230.50985086084336,378.11097222222224,790.0,0.0,121.0,0.0,0.0,0
18432155,1434095,10,26,4,0.175778267703248,0.0118815609909405,30.93697511577165,585.0434722222222,116.0,0.0,1.0,0.0,0.0,0
18512780,1353489,11,6,11,0.2209318910651836,0.0409072015652199,3.0930464749125712,139.30166666666668,381.0,0.0,13.0,0.0,0.0,0
5078910,14787273,2,12,20,0.916546809695122,1.7904374508452727,150.31367679000002,140.10538194444445,6301.0,0.0,45.0,0.0,0.0,0
5086543,14779908,2,14,3,2.418948067894737,9.10697089422316,91.92002658,2390.049340277778,98.0,0.0,26.0,0.0,0.0,0
16506069,3360427,1,28,14,0.2751681833333333,0.0688443921691212,2.47651365,262.96722222222223,24.0,0.0,17.0,0.0,0.0,0
19634832,231537,4,11,20,3.4534333048953307,15.944876146009204,41.44119965874397,795.9113078703704,48.0,0.0,33.0,0.0,0.0,0
17225156,2641273,5,9,20,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
17772916,2093595,7,25,21,1.8183965098008947,15.012856755331166,4995.135212423058,59.23111111111111,4845.0,0.0,1689.0,0.0,0.0,0
13009263,6856850,8,12,8,1.513807751814361,14.18521456772125,696.351565834606,1127.4374074074074,1372.0,0.0,181.0,0.0,0.0,0
19568830,297652,4,2,14,0.1948685976350715,0.307457147752825,73.8551985036921,896.8354861111111,1364.0,0.0,106.0,0.0,0.0,0
14729941,5136327,5,7,12,0.131059,0.012754919762,0.262118,139.73666666666668,3.0,0.0,3.0,0.0,0.0,0
19387114,479134,3,8,1,0.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0,0.0,0
16248542,3617846,12,23,16,0.49419249,0.0,0.49419249,0.0,9996.0,0.0,682.0,0.0,0.0,0
19723521,142854,4,24,6,0.0926827333333333,0.0005070165855126,2.780482000000001,12.325694444444444,25.0,0.0,1.0,0.0,0.0,0
15714681,4151716,10,10,2,0.4922329090476191,1.7681599356953093,10.336891090000002,562.9785648148148,70.0,0.0,34.0,0.0,0.0,0
16274509,3591879,12,27,7,0.49419249,0.0,0.49419249,0.0,9996.0,0.0,682.0,0.0,0.0,0
19072530,793583,1,23,23,0.0533984117256507,0.0042403974307302,12.762220402430533,879.2828356481482,871.0,0.0,79.0,0.0,0.0,0
18628623,1237635,11,22,16,0.1827954402002406,0.0317170300479583,4.569886005006016,142.585,70.0,0.0,2.0,0.0,0.0,0
18691623,1174580,12,1,12,0.127776700076554,0.1030145958371101,133.3988748799224,905.2295949074074,2160.0,0.0,428.0,0.0,0.0,0
18344632,1521663,10,13,23,0.0,0.0,0.0,0.0,768.0,0.0,1.0,0.0,0.0,0
18144421,1722065,9,15,21,0.3036847405357073,0.1400859325216631,28.24268086982078,613.3193287037037,895.0,0.0,62.0,0.0,0.0,0
17737521,2128685,7,20,23,0.0,0.0,0.0,0.0,141.0,0.0,15.0,0.0,0.0,0
16732933,3133455,3,1,9,0.49419249,0.0,0.49419249,0.0,9996.0,0.0,682.0,0.0,0.0,0
18094133,1772073,9,8,20,0.0,0.0,0.0,0.0,118.0,0.0,16.0,0.0,0.0,0
18466439,1399947,10,31,0,0.0,0.0,0.0,0.0,81.0,0.0,1.0,0.0,0.0,0
18380016,1486249,10,18,21,0.066953734244666,0.0035885981678232,2.6111956355419745,435.365,94.0,0.0,4.0,0.0,0.0,0
16027305,3839181,11,22,18,0.796647460625,1.8785362964801708,101.97087496,542.8754166666666,828.0,0.0,435.0,0.0,0.0,0
19610668,255530,4,8,11,2.1001194386762987,10.56773468814604,1724.1980591532413,48.272777777777776,310.0,0.0,1.0,0.0,0.0,0
17714173,2152338,7,17,16,1.8183965098008947,15.012856755331166,4995.135212423058,59.23111111111111,4845.0,0.0,1689.0,0.0,0.0,0
19734781,131740,4,25,20,0.0,0.0,0.0,0.0,41.0,0.0,7.0,0.0,0.0,0
14321123,5545079,3,4,14,0.0,0.0,0.0,0.0,1777.0,6.0,212.0,5.0,0.0,0
16811366,3054777,3,12,10,0.3683333333333333,0.2992583333333333,1.105,448.1634953703704,30.0,0.0,1.0,0.0,0.0,0
19847163,19321,5,11,13,1.07247125,3.2394201377705705,85.7977,933.0150231481482,127.0,0.0,11.0,0.0,0.0,0
17206905,2659180,5,7,6,0.2125576062766273,0.0664459621253203,1.7004608502130187,279.62638888888887,3.0,0.0,1.0,0.0,0.0,0
17075423,2790728,4,18,18,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0
18641107,1225403,11,24,10,0.0,0.0,0.0,0.0,1410.0,0.0,650.0,0.0,0.0,0
19716723,149327,4,23,7,0.2412121055555555,0.027565816166302,2.1709089500000003,37.852777777777774,10.0,0.0,2.0,0.0,0.0,0
11586103,8280026,1,4,5,0.0,0.0,0.0,0.0,4153.0,0.0,1.0,0.0,0.0,0
16275246,3591142,12,27,9,0.49419249,0.0,0.49419249,0.0,9996.0,0.0,682.0,0.0,0.0,0
18985181,880877,1,11,17,0.0,0.0,0.0,0.0,37.0,0.0,1.0,0.0,0.0,0
17943032,1923071,8,18,17,0.0,0.0,0.0,0.0,25.0,0.0,1.0,0.0,0.0,0
19657764,208557,4,15,1,0.06068,0.0047233648979591,3.034,783.9961111111111,49.0,0.0,1.0,0.0,0.0,0
4750452,15115731,12,17,20,0.916546809695122,1.7904374508452727,150.31367679000002,140.10538194444445,6301.0,0.0,45.0,0.0,0.0,0
19772644,93565,5,1,3,0.067996935055,0.0048268268836517,1.1559478959350002,51.44819444444445,78.0,0.0,7.0,0.0,0.0,0
14653831,5212531,4,25,12,0.2766048981598324,0.1296603796780362,4.978888166876985,836.4833912037037,46.0,0.0,12.0,0.0,0.0,0
16262838,3603671,12,25,16,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0
18041791,1824356,9,1,12,0.3018457269565976,0.1435643827097255,13.884903440003493,907.028136574074,918.0,0.0,36.0,0.0,0.0,0
13855732,6010687,12,22,15,0.5836753136892419,1.080250347298113,71.79206358377675,642.7975810185185,604.0,0.0,135.0,0.0,0.0,0
16318355,3548033,1,2,10,0.49419249,0.0,0.49419249,0.0,9996.0,0.0,682.0,0.0,0.0,0
15028629,4837702,6,26,10,1.9216174233333327,8.009654705797711,11.52970454,1090.2765162037035,22.0,0.0,15.0,0.0,0.0,0
19799822,66479,5,4,22,0.006382494465163,1.962181650878383e-05,0.019147483395489,68.73472222222222,22.0,0.0,4.0,0.0,0.0,0
18147780,1718276,9,16,9,0.0,0.0,0.0,0.0,1595.0,0.0,674.0,0.0,0.0,0
19114759,751597,1,29,21,0.0451684225963368,0.0035709497515331,0.6775263389450531,468.24555555555554,40.0,0.0,18.0,0.0,0.0,0
13535674,6330820,11,2,5,1.3644477216931257,6.420799952927229,85.96020646666692,1100.935636574074,683.0,0.0,122.0,0.0,0.0,0
19378075,487996,3,6,18,2.19111958,5.757429349480904,4.38223916,1.887361111111111,11.0,0.0,2.0,0.0,0.0,0
18899893,966217,12,30,17,0.6559464392571895,1.8649460117777783,106.91926959892189,1150.568020833333,1237.0,0.0,183.0,0.0,0.0,0
16406937,3459451,1,14,18,0.49419249,0.0,0.49419249,0.0,9996.0,0.0,682.0,0.0,0.0,0
19725482,140790,4,24,13,0.0,0.0,0.0,0.0,196.0,0.0,103.0,0.0,0.0,0
19459832,406702,3,18,6,0.0,0.0,0.0,0.0,4354.0,0.0,5.0,0.0,0.0,0
19458725,407789,3,18,2,0.0473885674754362,0.0033534584170726,2.8433140485261763,1027.0484953703703,174.0,0.0,25.0,0.0,0.0,0
19719816,146654,4,23,18,0.0314575,0.0,0.0314575,0.0,2.0,0.0,1.0,0.0,0.0,0
14809561,5056542,5,20,6,1.8233317670198288,16.589163916965248,229.7398026444984,1292.5131597222223,378.0,0.0,102.0,0.0,0.0,0
19805543,60511,5,5,18,0.156,0.0,0.156,0.0,16.0,0.0,3.0,0.0,0.0,0
17228197,2638232,5,10,6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
19577975,288348,4,3,21,0.0,0.0,0.0,0.0,681.0,0.0,106.0,0.0,0.0,0
18559289,1307066,11,13,0,0.2119005520551909,0.0197674669204085,7.628419873986874,170.1363888888889,86.0,0.0,16.0,0.0,0.0,0
5463650,14402861,4,18,16,0.7881876035725878,3.833496957412197,1278.440292994737,2302.7540162037035,71.0,0.0,3.0,0.0,0.0,0
18398385,1467990,10,21,11,3.5091162903385062,30.615782733390848,157.91023306523277,507.0998611111111,148.0,0.0,34.0,0.0,0.0,0
17880491,1985566,8,9,23,47.32774869648461,10939.409142323011,804.5717278402384,333.77180555555555,39.0,0.0,21.0,0.0,0.0,0
13695100,6171116,11,27,8,0.8599926119872123,1.2245481389207915,49.0195788832711,890.4666666666667,391.0,0.0,235.0,0.0,0.0,0
16842562,3023880,3,16,19,0.3879516388762368,0.3672660029717059,88.06502202490576,760.0556597222222,1225.0,0.0,61.0,0.0,0.0,0
18120293,1746239,9,12,12,0.0333402520734762,0.001299296228759,2.0337553764820533,410.5156944444444,170.0,0.0,20.0,0.0,0.0,0
4862851,15003660,1,6,9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
18692921,1173539,12,1,17,0.1709682793985824,0.1767582717753875,22.567812880612887,1868.7617824074075,223.0,0.0,22.0,0.0,0.0,0
8446642,11419462,8,29,18,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
16372215,3494150,1,9,22,0.1597932869038762,0.1444835698296835,2.716485877365896,423.6202777777778,12.0,0.0,1.0,0.0,0.0,0
19620999,245225,4,9,22,0.2438593923419018,0.65688264095427,168.75069950059606,419.5820833333333,631.0,0.0,214.0,0.0,0.0,0
12244361,7621952,4,15,11,10.124387636174072,210.1253799333253,718.8315221683591,2124.068599537037,388.0,0.0,124.0,0.0,0.0,0
17717048,2149463,7,18,2,1.8183965098008947,15.012856755331166,4995.135212423058,59.23111111111111,4845.0,0.0,1689.0,0.0,0.0,0
15868312,3997866,10,31,13,3.836161080870416,41.57990001174956,168.7910875582983,80.43472222222222,923.0,193.0,284.0,118.0,0.0,0
17346934,2519452,5,27,0,0.0251756953055208,0.0003100421328605,0.1258784765276044,181.0770833333333,267.0,0.0,7.0,0.0,0.0,0
17219467,2646720,5,9,0,0.7986046513208768,1.450151015629239,14.37488372377578,1365.6780092592592,125.0,0.0,22.0,0.0,0.0,0
19469894,396242,3,19,16,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
13483275,6382995,10,25,0,9.501784719263975,45.65044389223902,3059.574679603,961.3823958333334,317.0,0.0,6.0,0.0,0.0,0
17650107,2216201,7,8,16,0.1206466151626683,0.0369805996455388,12.305954746592176,403.1883333333333,701.0,0.0,12.0,0.0,0.0,0
17820136,2046312,8,1,12,0.1685109232693891,0.0662245513514958,11.29023185904907,355.92027777777776,116.0,0.0,44.0,0.0,0.0,0
17297035,2569136,5,20,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
18827738,1038556,12,20,14,0.0,0.0,0.0,0.0,210.0,0.0,138.0,0.0,0.0,0
11576071,8290032,1,2,16,1.8233317670198288,16.589163916965248,229.7398026444984,1292.5131597222223,378.0,0.0,102.0,0.0,0.0,0
18234821,1631503,9,28,14,0.0961815904759543,0.0036365668996562,28.75829555231036,887.7995023148148,1359.0,0.0,49.0,0.0,0.0,0
17207460,2658822,5,7,8,0.0697570067601666,0.0082442948236041,0.418542040561,921.4261226851852,3.0,0.0,2.0,0.0,0.0,0
19484825,381709,3,21,18,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
16634245,3231814,2,15,12,1.3270417112042052,3.994148353055605,163.22613047811726,1177.7174189814814,483.0,0.0,28.0,0.0,0.0,0
19493712,372733,3,23,0,0.0,0.0,0.0,0.0,1777.0,6.0,212.0,5.0,0.0,0
14971190,4895333,6,16,3,0.33350774875,0.114157473330345,2.66806199,837.7195370370371,7.0,0.0,1.0,0.0,0.0,0
19816277,50136,5,7,6,0.6544899140349404,4.150097068252899,24.870616733327736,47.03930555555556,12.0,0.0,8.0,0.0,0.0,0
19508349,358169,3,25,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
17688772,2177523,7,14,2,0.0,0.0,0.0,0.0,768.0,0.0,1.0,0.0,0.0,0
14753451,5113031,5,11,7,0.7185255226605191,0.9224358304063208,69.69697569807035,996.9334375,214.0,0.0,63.0,0.0,0.0,0
13938504,5927772,1,4,10,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0
19093458,772748,1,26,21,0.0,0.0,0.0,0.0,156.0,0.0,31.0,0.0,0.0,0
18863450,1002621,12,25,14,0.0782177475951593,0.0113072760184035,21.50988058866883,1059.4535069444444,556.0,0.0,29.0,0.0,0.0,0
19185822,680710,2,8,20,0.0,0.0,0.0,0.0,681.0,0.0,106.0,0.0,0.0,0
5324560,14541858,3,26,9,0.0,0.0,0.0,0.0,170.0,123.0,102.0,84.0,0.0,0
19139625,726479,2,2,8,17.90981164459716,3483.3288596627085,3778.97025701,1667.256539351852,1708.0,1.0,495.0,1.0,0.0,0
18147226,1718845,9,16,7,0.0782177475951593,0.0113072760184035,21.50988058866883,1059.4535069444444,556.0,0.0,29.0,0.0,0.0,0
16349818,3516265,1,6,19,0.5821521206108544,1.0005302709691293,11.060890291606231,481.3929166666667,163.0,0.0,18.0,0.0,0.0,0
13395122,6471080,10,11,4,0.4743747560626352,0.5076843590172498,44.11685231382508,2280.532824074074,527.0,0.0,235.0,0.0,0.0,0
